Cellname	Cellcycle
OrgaE952320	Late-S/G2
OrgaE952321	Late-S/G2
OrgaE952324	Early-S
OrgaE952325	Late-S/G2
OrgaE952326	Late-S/G2
OrgaE952328	G1
OrgaE952329	G1
OrgaE952330	Mid-S
OrgaE952331	G1
OrgaE952332	Early-S
OrgaE952333	G1
OrgaE952334	Early-S
OrgaE952335	Late-S/G2
OrgaE952336	Late-S/G2
OrgaE952337	Mid-S
OrgaE952338	Late-S/G2
OrgaE952339	Mid-S
OrgaE952340	Early-S
OrgaE952341	Late-S/G2
OrgaE952342	G1
OrgaE952343	G1
OrgaE952344	Late-S/G2
OrgaE952345	G1
OrgaE952346	Late-S/G2
OrgaE952347	Late-S/G2
OrgaE952348	Late-S/G2
OrgaE952349	Late-S/G2
OrgaE952350	G1
OrgaE952351	Early-S
OrgaE952352	Late-S/G2
OrgaE952353	Mid-S
OrgaE952354	G1
OrgaE952355	Mid-S
OrgaE952356	Mid-S
OrgaE952357	G1
OrgaE952358	Mid-S
OrgaE952359	Mid-S
OrgaE952360	G1
OrgaE952362	G1
OrgaE952363	G1
OrgaE952364	G1
OrgaE952365	G1
OrgaE952366	G1
OrgaE952367	G1
OrgaE952368	G1
OrgaE952369	G1
OrgaE952371	Late-S/G2
OrgaE952372	Late-S/G2
OrgaE952373	G1
OrgaE952374	Late-S/G2
OrgaE952375	G1
OrgaE952376	Late-S/G2
OrgaE952377	G1
OrgaE952378	Late-S/G2
OrgaE952379	Late-S/G2
OrgaE952380	Late-S/G2
OrgaE952382	G1
OrgaE952383	G1
OrgaEX151004	Early-S
OrgaEX151005	G1
OrgaEX151006	G1
OrgaEX151007	Late-S/G2
OrgaEX151009	Late-S/G2
OrgaEX151011	Late-S/G2
OrgaEX151013	Mid-S
OrgaEX151015	Early-S
OrgaEX151016	Early-S
OrgaEX151018	Early-S
OrgaEX151019	Late-S/G2
OrgaEX151021	G1
OrgaEX151022	Mid-S
OrgaEX151024	Late-S/G2
OrgaEX151026	Late-S/G2
OrgaEX151027	Mid-S
OrgaEX151029	Late-S/G2
OrgaEX151030	Early-S
OrgaEX151038	Mid-S
OrgaEX151039	G1
OrgaEX151040	Late-S/G2
OrgaEX151043	G1
OrgaEX151045	Late-S/G2
OrgaEX151049	Early-S
OrgaEX151050	G1
OrgaEX151051	Late-S/G2
OrgaEX151053	Late-S/G2
OrgaEX151054	G1
OrgaEX151057	Mid-S
OrgaEX151059	G1
OrgaEX151060	G1
OrgaEX151062	Late-S/G2
OrgaEX151065	Mid-S
OrgaEX151066	Late-S/G2
OrgaEX151067	G1
OrgaEX151069	Mid-S
OrgaEX151074	G1
OrgaEX151076	Late-S/G2
OrgaEX151077	Mid-S
OrgaEX151078	Late-S/G2
OrgaEX151079	Mid-S
OrgaEX151081	Early-S
OrgaEX151083	G1
OrgaEX151086	Mid-S
OrgaEX151089	Late-S/G2
OrgaEX151091	G1
OrgaEX151094	Mid-S
OrgaEX151095	G1
OrgaEX151097	Mid-S
OrgaEX151098	Early-S
OrgaEX151099	Late-S/G2
OrgaEX151100	G1
OrgaEX151101	Mid-S
OrgaEX151104	Early-S
OrgaEX151106	Late-S/G2
OrgaEX151111	Mid-S
OrgaEX151115	Mid-S
OrgaEX151120	Mid-S
OrgaEX151121	Late-S/G2
OrgaEX151122	G1
OrgaEX151124	Early-S
OrgaEX151125	Late-S/G2
OrgaEX151127	Early-S
OrgaEX151131	Early-S
OrgaEX151137	Late-S/G2
OrgaEX151141	Mid-S
OrgaEX151143	Late-S/G2
OrgaEX151144	Late-S/G2
OrgaEX151146	Early-S
OrgaEX151148	Mid-S
OrgaEX151149	Late-S/G2
OrgaEX151150	Late-S/G2
OrgaEX151154	Late-S/G2
OrgaEX151155	G1
OrgaEX151156	Late-S/G2
OrgaEX151157	G1
OrgaEX151158	Mid-S
OrgaEX151160	Late-S/G2
OrgaEX151161	G1
OrgaEX151162	Early-S
OrgaEX151163	Mid-S
OrgaEX151164	Late-S/G2
OrgaEX151167	Early-S
OrgaEX151169	G1
OrgaEX151170	Mid-S
OrgaEX151172	Early-S
OrgaEX151175	G1
OrgaEX151181	G1
OrgaEX151182	Early-S
OrgaEX151183	Late-S/G2
OrgaEX151184	Late-S/G2
OrgaEX151185	Mid-S
OrgaEX151186	Mid-S
OrgaEX151189	Mid-S
OrgaEX151194	Late-S/G2
OrgaEX151196	G1
OrgaEX151198	Late-S/G2
OrgaEX151199	Mid-S
OrgaEX151202	Early-S
OrgaEX151205	Mid-S
OrgaEX151206	G1
OrgaEX151207	Late-S/G2
OrgaEX151208	G1
OrgaEX151209	Mid-S
OrgaEX151210	Late-S/G2
OrgaEX151214	Mid-S
OrgaEX151215	G1
OrgaEX151218	Early-S
OrgaEX151222	Early-S
OrgaEX151223	G1
OrgaEX151225	G1
OrgaEX151226	Mid-S
OrgaEX151230	G1
OrgaEX151231	Mid-S
OrgaEX151233	Late-S/G2
OrgaEX151234	G1
OrgaEX151237	Mid-S
OrgaEX151240	Late-S/G2
OrgaEX151242	Late-S/G2
OrgaEX151243	G1
OrgaEX151244	Early-S
OrgaEX151246	Late-S/G2
OrgaEX151248	Late-S/G2
OrgaEX151256	Late-S/G2
OrgaEX151259	Late-S/G2
OrgaEX151262	Mid-S
OrgaEX151265	Mid-S
OrgaEX151266	Late-S/G2
OrgaEX151269	Mid-S
OrgaEX151270	Mid-S
OrgaEX151271	G1
OrgaEX151275	Early-S
OrgaEX151276	G1
OrgaEX151279	Early-S
OrgaEX151281	Early-S
OrgaEX151284	Late-S/G2
OrgaEX151285	G1
OrgaEX151286	G1
OrgaEX151287	Late-S/G2
OrgaEX151288	G1
OrgaEX151289	Late-S/G2
OrgaEX151291	Mid-S
OrgaEX151296	Early-S
OrgaEX151298	Mid-S
OrgaEX151305	Mid-S
OrgaEX151306	Mid-S
OrgaEX151316	Late-S/G2
OrgaEX151318	G1
OrgaEX151321	Late-S/G2
OrgaEX151324	Late-S/G2
OrgaEX151327	Early-S
OrgaEX151329	Early-S
OrgaEX151336	Early-S
OrgaEX151338	Late-S/G2
OrgaEX151340	Late-S/G2
OrgaEX151341	Late-S/G2
OrgaEX151343	Late-S/G2
OrgaEX151346	G1
OrgaEX151352	Late-S/G2
OrgaEX151355	Mid-S
OrgaEX151359	Early-S
OrgaEX151360	Late-S/G2
OrgaEX151361	Late-S/G2
OrgaEX151362	G1
OrgaEX151364	Mid-S
OrgaEX151365	Late-S/G2
OrgaEX151366	Late-S/G2
OrgaEX151368	Late-S/G2
OrgaEX151371	Early-S
OrgaEX151372	G1
OrgaEX151373	Late-S/G2
OrgaEX151374	Late-S/G2
OrgaEX151376	Early-S
OrgaEX151377	G1
OrgaEX151379	Late-S/G2
OrgaEX151380	G1
OrgaEX151381	Mid-S
OrgaEX151383	Late-S/G2
OrgbE851001	Early-S
OrgbE851002	G1
OrgbE851003	G1
OrgbE851004	Late-S/G2
OrgbE851005	Mid-S
OrgbE851006	Early-S
OrgbE851007	G1
OrgbE851008	G1
OrgbE851009	G1
OrgbE851010	G1
OrgbE851011	G1
OrgbE851012	Late-S/G2
OrgbE851013	G1
OrgbE851014	Mid-S
OrgbE851015	Mid-S
OrgbE851016	Late-S/G2
OrgbE851017	Early-S
OrgbE851018	Late-S/G2
OrgbE851019	G1
OrgbE851020	Mid-S
OrgbE851021	G1
OrgbE851022	Mid-S
OrgbE851023	Late-S/G2
OrgbE851024	Mid-S
OrgbE851025	Early-S
OrgbE851026	G1
OrgbE851027	Late-S/G2
OrgbE851028	Early-S
OrgbE851029	Late-S/G2
OrgbE851030	Late-S/G2
OrgbE851031	Mid-S
OrgbE851032	Mid-S
OrgbE851033	Late-S/G2
OrgbE851034	Late-S/G2
OrgbE851035	Late-S/G2
OrgbE851036	Late-S/G2
OrgbE851037	Mid-S
OrgbE851038	Mid-S
OrgbE851040	G1
OrgbE851041	Late-S/G2
OrgbE851042	Early-S
OrgbE851043	G1
OrgbE851044	Late-S/G2
OrgbE851045	Mid-S
OrgbE851046	G1
OrgbE851048	Mid-S
OrgbE851049	Mid-S
OrgbE851050	Late-S/G2
OrgbE851051	Late-S/G2
OrgbE851052	Mid-S
OrgbE851053	Mid-S
OrgbE851054	Mid-S
OrgbE851055	Late-S/G2
OrgbE851056	G1
OrgbE851057	Mid-S
OrgbE851058	G1
OrgbE851059	G1
OrgbE851060	Late-S/G2
OrgbE851061	G1
OrgbE851062	G1
OrgbE851063	G1
OrgbE851064	G1
OrgbE851065	Early-S
OrgbE851066	G1
OrgbE851067	Late-S/G2
OrgbE851068	Early-S
OrgbE851069	G1
OrgbE851070	Early-S
OrgbE851071	Late-S/G2
OrgbE851072	Mid-S
OrgbE851073	Mid-S
OrgbE851074	G1
OrgbE851075	Late-S/G2
OrgbE851076	Late-S/G2
OrgbE851077	Late-S/G2
OrgbE851078	G1
OrgbE851079	Late-S/G2
OrgbE851080	Late-S/G2
OrgbE851081	Early-S
OrgbE851082	Late-S/G2
OrgbE851083	G1
OrgbE851084	G1
OrgbE851085	Mid-S
OrgbE851086	Late-S/G2
OrgbE851087	Early-S
OrgbE851088	Late-S/G2
OrgbE851089	G1
OrgbE851090	Late-S/G2
OrgbE851091	Mid-S
OrgbE851092	Late-S/G2
OrgbE851093	Mid-S
OrgbE851094	G1
OrgbE851096	Early-S
OrgbE851097	G1
OrgbE851098	G1
OrgbE851099	G1
OrgbE851100	Early-S
OrgbE851101	Early-S
OrgbE851102	Late-S/G2
OrgbE851103	Late-S/G2
OrgbE851104	Late-S/G2
OrgbE851105	G1
OrgbE851106	G1
OrgbE851107	G1
OrgbE851108	G1
OrgbE851109	Mid-S
OrgbE851110	Late-S/G2
OrgbE851111	G1
OrgbE851112	Late-S/G2
OrgbE851113	Mid-S
OrgbE851114	Mid-S
OrgbE851115	G1
OrgbE851116	G1
OrgbE851117	Late-S/G2
OrgbE851118	Early-S
OrgbE851119	Late-S/G2
OrgbE851120	Late-S/G2
OrgbE851121	Late-S/G2
OrgbE851122	Mid-S
OrgbE851123	Mid-S
OrgbE851124	G1
OrgbE851125	G1
OrgbE851126	Late-S/G2
OrgbE851127	Late-S/G2
OrgbE851128	Early-S
OrgbE851129	Late-S/G2
OrgbE851130	Early-S
OrgbE851131	Early-S
OrgbE851132	Late-S/G2
OrgbE851133	G1
OrgbE851134	Mid-S
OrgbE851135	G1
OrgbE851136	Late-S/G2
OrgbE851137	G1
OrgbE851138	G1
OrgbE851139	Mid-S
OrgbE851140	Late-S/G2
OrgbE851141	G1
OrgbE851142	G1
OrgbE851143	G1
OrgbE851144	Early-S
OrgbE851145	Early-S
OrgbE851146	Mid-S
OrgbE851147	Mid-S
OrgbE851148	G1
OrgbE851149	Mid-S
OrgbE851150	Late-S/G2
OrgbE851151	G1
OrgbE851152	Mid-S
OrgbE851153	Late-S/G2
OrgbE851154	Mid-S
OrgbE851155	Mid-S
OrgbE851156	Late-S/G2
OrgbE851157	Early-S
OrgbE851158	Mid-S
OrgbE851159	G1
OrgbE851160	Late-S/G2
OrgbE851161	Early-S
OrgbE851162	G1
OrgbE851163	Late-S/G2
OrgbE851164	Late-S/G2
OrgbE851165	G1
OrgbE851166	Late-S/G2
OrgbE851167	Late-S/G2
OrgbE851168	Late-S/G2
OrgbE851169	Late-S/G2
OrgbE851171	Late-S/G2
OrgbE851172	Late-S/G2
OrgbE851173	Late-S/G2
OrgbE851174	Early-S
OrgbE851175	Late-S/G2
OrgbE851176	Late-S/G2
OrgbE851177	Late-S/G2
OrgbE851178	G1
OrgbE851179	Late-S/G2
OrgbE851180	Early-S
OrgbE851181	Early-S
OrgbE851182	Late-S/G2
OrgbE851183	G1
OrgbE851184	Late-S/G2
OrgbE851185	G1
OrgbE851186	Mid-S
OrgbE851187	Mid-S
OrgbE851188	Late-S/G2
OrgbE851189	G1
OrgbE851190	Late-S/G2
OrgbE851191	Mid-S
OrgbE851192	G1
OrgbE851193	Mid-S
OrgbE851194	Late-S/G2
OrgbE851195	G1
OrgbE851196	Late-S/G2
OrgbE851197	Early-S
OrgbE851198	Late-S/G2
OrgbE851199	Late-S/G2
OrgbE851200	Early-S
OrgbE851201	Late-S/G2
OrgbE851202	G1
OrgbE851203	G1
OrgbE851204	Late-S/G2
OrgbE851205	Late-S/G2
OrgbE851206	Late-S/G2
OrgbE851207	G1
OrgbE851208	G1
OrgbE851209	Mid-S
OrgbE851210	G1
OrgbE851211	Mid-S
OrgbE851212	Early-S
OrgbE851213	Mid-S
OrgbE851214	Late-S/G2
OrgbE851215	Mid-S
OrgbE851216	Mid-S
OrgbE851217	Late-S/G2
OrgbE851218	Late-S/G2
OrgbE851219	G1
OrgbE851220	Mid-S
OrgbE851221	Mid-S
OrgbE851222	Mid-S
OrgbE851223	Mid-S
OrgbE851224	Early-S
OrgbE851225	Late-S/G2
OrgbE851226	Late-S/G2
OrgbE851227	G1
OrgbE851228	Mid-S
OrgbE851229	Mid-S
OrgbE851230	G1
OrgbE851231	G1
OrgbE851232	Mid-S
OrgbE851233	Late-S/G2
OrgbE851234	Late-S/G2
OrgbE851235	Mid-S
OrgbE851236	G1
OrgbE851237	G1
OrgbE851238	G1
OrgbE851239	G1
OrgbE851240	G1
OrgbE851242	G1
OrgbE851243	Late-S/G2
OrgbE851244	Late-S/G2
OrgbE851246	G1
OrgbE851248	Late-S/G2
OrgbE851249	Late-S/G2
OrgbE851250	G1
OrgbE851251	G1
OrgbE851252	Late-S/G2
OrgbE851254	Late-S/G2
OrgbE851255	Mid-S
OrgbE851256	G1
OrgbE851258	Late-S/G2
OrgbE851259	Late-S/G2
OrgbE851260	Mid-S
OrgbE851261	G1
OrgbE851262	Mid-S
OrgbE851263	Late-S/G2
OrgbE851264	Late-S/G2
OrgbE851265	Late-S/G2
OrgbE851266	Late-S/G2
OrgbE851267	Early-S
OrgbE851268	G1
OrgbE851269	G1
OrgbE851270	Mid-S
OrgbE851271	Early-S
OrgbE851272	G1
OrgbE851273	Mid-S
OrgbE851274	Late-S/G2
OrgbE851275	Mid-S
OrgbE851276	Mid-S
OrgbE851277	Late-S/G2
OrgbE851279	G1
OrgbE851280	G1
OrgbE851281	G1
OrgbE851282	Late-S/G2
OrgbE851283	Mid-S
OrgbE851284	Late-S/G2
OrgbE851286	Mid-S
OrgbE851287	Late-S/G2
OrgbE851288	G1
OrgbE851289	Mid-S
OrgbE851290	Early-S
OrgbE851291	Mid-S
OrgbE851292	Late-S/G2
OrgbE851293	Late-S/G2
OrgbE851294	G1
OrgbE851295	G1
OrgbE851296	Mid-S
OrgbE851297	Early-S
OrgbE851298	Late-S/G2
OrgbE851299	Mid-S
OrgbE851300	Late-S/G2
OrgbE851301	G1
OrgbE851302	Late-S/G2
OrgbE851303	Late-S/G2
OrgbE851304	G1
OrgbE851305	Mid-S
OrgbE851306	Late-S/G2
OrgbE851307	Late-S/G2
OrgbE851308	G1
OrgbE851309	G1
OrgbE851310	G1
OrgbE851311	Mid-S
OrgbE851312	Early-S
OrgbE851313	Late-S/G2
OrgbE851314	Late-S/G2
OrgbE851315	Mid-S
OrgbE851316	Late-S/G2
OrgbE851317	Early-S
OrgbE851318	G1
OrgbE851320	G1
OrgbE851321	G1
OrgbE851322	Late-S/G2
OrgbE851323	Early-S
OrgbE851324	Late-S/G2
OrgbE851325	Early-S
OrgbE851326	Mid-S
OrgbE851327	Late-S/G2
OrgbE851328	Late-S/G2
OrgbE851329	G1
OrgbE851330	Late-S/G2
OrgbE851331	Late-S/G2
OrgbE851332	G1
OrgbE851333	G1
OrgbE851334	Mid-S
OrgbE851335	Mid-S
OrgbE851336	Mid-S
OrgbE851337	Early-S
OrgbE851338	G1
OrgbE851339	Mid-S
OrgbE851340	G1
OrgbE851341	Early-S
OrgbE851342	Late-S/G2
OrgbE851343	Late-S/G2
OrgbE851344	Mid-S
OrgbE851345	Mid-S
OrgbE851346	Mid-S
OrgbE851347	G1
OrgbE851348	Late-S/G2
OrgbE851349	G1
OrgbE851350	Late-S/G2
OrgbE851351	G1
OrgbE851352	Late-S/G2
OrgbE851353	G1
OrgbE851354	Late-S/G2
OrgbE851355	Mid-S
OrgbE851356	Early-S
OrgbE851357	Late-S/G2
OrgbE851358	G1
OrgbE851359	G1
OrgbE851360	G1
OrgbE851361	G1
OrgbE851362	Mid-S
OrgbE851363	G1
OrgbE851364	Mid-S
OrgbE851365	Early-S
OrgbE851366	Mid-S
OrgbE851367	Late-S/G2
OrgbE851368	Late-S/G2
OrgbE851369	Late-S/G2
OrgbE851370	Mid-S
OrgbE851371	Mid-S
OrgbE851372	G1
OrgbE851373	G1
OrgbE851374	Late-S/G2
OrgbE851375	Early-S
OrgbE851376	Late-S/G2
OrgbE851377	G1
OrgbE851378	G1
OrgbE851379	Late-S/G2
OrgbE851380	Late-S/G2
OrgbE851381	Late-S/G2
OrgbE851382	G1
OrgbE851383	Mid-S
OrgbE851384	G1
OrgbEX152001	Mid-S
OrgbEX152002	G1
OrgbEX152011	G1
OrgbEX152012	Mid-S
OrgbEX152013	Late-S/G2
OrgbEX152014	Mid-S
OrgbEX152016	Early-S
OrgbEX152019	Late-S/G2
OrgbEX152022	Late-S/G2
OrgbEX152026	Mid-S
OrgbEX152027	Late-S/G2
OrgbEX152028	G1
OrgbEX152030	G1
OrgbEX152032	Early-S
OrgbEX152035	Mid-S
OrgbEX152039	Late-S/G2
OrgbEX152040	G1
OrgbEX152042	Late-S/G2
OrgbEX152044	Late-S/G2
OrgbEX152045	G1
OrgbEX152046	Mid-S
OrgbEX152048	G1
OrgbEX152049	G1
OrgbEX152050	Early-S
OrgbEX152051	Late-S/G2
OrgbEX152052	Late-S/G2
OrgbEX152055	G1
OrgbEX152057	Late-S/G2
OrgbEX152058	Mid-S
OrgbEX152059	Mid-S
OrgbEX152060	G1
OrgbEX152061	G1
OrgbEX152066	Late-S/G2
OrgbEX152067	G1
OrgbEX152068	Mid-S
OrgbEX152071	G1
OrgbEX152073	Mid-S
OrgbEX152074	Early-S
OrgbEX152078	Mid-S
OrgbEX152079	Late-S/G2
OrgbEX152080	Mid-S
OrgbEX152085	G1
OrgbEX152086	Mid-S
OrgbEX152087	Mid-S
OrgbEX152088	Late-S/G2
OrgbEX152095	G1
OrgbEX152099	Late-S/G2
OrgbEX152101	G1
OrgbEX152102	G1
OrgbEX152105	G1
OrgbEX152109	G1
OrgbEX152112	Late-S/G2
OrgbEX152113	Late-S/G2
OrgbEX152115	G1
OrgbEX152116	G1
OrgbEX152117	Early-S
OrgbEX152118	Early-S
OrgbEX152120	G1
OrgbEX152123	G1
OrgbEX152129	G1
OrgbEX152130	Mid-S
OrgbEX152138	G1
OrgbEX152139	Early-S
OrgbEX152140	Mid-S
OrgbEX152142	Mid-S
OrgbEX152143	Late-S/G2
OrgbEX152147	Early-S
OrgbEX152150	Mid-S
OrgbEX152153	G1
OrgbEX152155	Mid-S
OrgbEX152158	Late-S/G2
OrgbEX152160	Mid-S
OrgbEX152163	G1
OrgbEX152165	Late-S/G2
OrgbEX152170	G1
OrgbEX152174	G1
OrgbEX152175	Mid-S
OrgbEX152177	Mid-S
OrgbEX152180	Late-S/G2
OrgbEX152187	G1
OrgbEX152190	Early-S
OrgbEX152192	G1
OrgbEX152195	Mid-S
OrgbEX152196	Early-S
OrgbEX152199	Late-S/G2
OrgbEX152200	G1
OrgbEX152201	Early-S
OrgbEX152203	Late-S/G2
OrgbEX152204	Early-S
OrgbEX152205	G1
OrgbEX152206	G1
OrgbEX152207	Late-S/G2
OrgbEX152210	G1
OrgbEX152211	Late-S/G2
OrgbEX152213	G1
OrgbEX152214	Early-S
OrgbEX152215	G1
OrgbEX152217	Mid-S
OrgbEX152219	Late-S/G2
OrgbEX152222	G1
OrgbEX152229	Mid-S
OrgbEX152230	G1
OrgbEX152231	G1
OrgbEX152232	G1
OrgbEX152233	G1
OrgbEX152239	Mid-S
OrgbEX152240	Mid-S
OrgbEX152242	Late-S/G2
OrgbEX152245	G1
OrgbEX152248	Late-S/G2
OrgbEX152252	Late-S/G2
OrgbEX152253	Mid-S
OrgbEX152254	G1
OrgbEX152256	Late-S/G2
OrgbEX152259	Mid-S
OrgbEX152260	Mid-S
OrgbEX152262	Mid-S
OrgbEX152266	Late-S/G2
OrgbEX152267	G1
OrgbEX152276	Early-S
OrgbEX152278	Early-S
OrgbEX152285	G1
OrgbEX152292	Late-S/G2
OrgbEX152296	Mid-S
OrgbEX152297	G1
OrgbEX152300	Mid-S
OrgbEX152302	Early-S
OrgbEX152303	Late-S/G2
OrgbEX152308	G1
OrgbEX152309	Late-S/G2
OrgbEX152313	Late-S/G2
OrgbEX152315	Late-S/G2
OrgbEX152316	Mid-S
OrgbEX152318	G1
OrgbEX152322	G1
OrgbEX152325	G1
OrgbEX152326	Mid-S
OrgbEX152327	Mid-S
OrgbEX152329	G1
OrgbEX152331	Late-S/G2
OrgbEX152332	Late-S/G2
OrgbEX152333	G1
OrgbEX152334	G1
OrgbEX152335	Mid-S
OrgbEX152339	Late-S/G2
OrgbEX152341	Late-S/G2
OrgbEX152344	Late-S/G2
OrgbEX152349	G1
OrgbEX152350	G1
OrgbEX152351	Early-S
OrgbEX152353	Late-S/G2
OrgbEX152355	Late-S/G2
OrgbEX152358	Mid-S
OrgbEX152364	Late-S/G2
OrgbEX152366	Late-S/G2
OrgbEX152367	Late-S/G2
OrgbEX152371	Late-S/G2
OrgbEX152373	G1
OrgbEX152375	Mid-S
OrgbEX152377	Late-S/G2
OrgbEX152380	Early-S
OrgbEX152384	Late-S/G2
OrgcE851001	G1
OrgcE851002	Late-S/G2
OrgcE851003	Late-S/G2
OrgcE851004	Late-S/G2
OrgcE851006	G1
OrgcE851007	Late-S/G2
OrgcE851008	G1
OrgcE851010	G1
OrgcE851011	Late-S/G2
OrgcE851012	Mid-S
OrgcE851013	Early-S
OrgcE851014	Mid-S
OrgcE851015	G1
OrgcE851016	Late-S/G2
OrgcE851017	Mid-S
OrgcE851018	Early-S
OrgcE851019	Late-S/G2
OrgcE851020	Early-S
OrgcE851022	Early-S
OrgcE851023	Late-S/G2
OrgcE851024	G1
OrgcE851025	Late-S/G2
OrgcE851026	Late-S/G2
OrgcE851027	G1
OrgcE851028	Early-S
OrgcE851029	G1
OrgcE851030	Mid-S
OrgcE851031	Mid-S
OrgcE851032	G1
OrgcE851033	Mid-S
OrgcE851034	Late-S/G2
OrgcE851035	Late-S/G2
OrgcE851036	Early-S
OrgcE851038	G1
OrgcE851039	Late-S/G2
OrgcE851040	Late-S/G2
OrgcE851041	Mid-S
OrgcE851042	Early-S
OrgcE851043	G1
OrgcE851044	G1
OrgcE851045	Early-S
OrgcE851046	Late-S/G2
OrgcE851047	Late-S/G2
OrgcE851048	Mid-S
OrgcE851049	Early-S
OrgcE851050	Late-S/G2
OrgcE851051	Late-S/G2
OrgcE851052	Late-S/G2
OrgcE851053	G1
OrgcE851054	Mid-S
OrgcE851055	Mid-S
OrgcE851056	Mid-S
OrgcE851057	Late-S/G2
OrgcE851058	Mid-S
OrgcE851059	Late-S/G2
OrgcE851060	Mid-S
OrgcE851061	Late-S/G2
OrgcE851062	Late-S/G2
OrgcE851063	Late-S/G2
OrgcE851064	G1
OrgcE851065	Late-S/G2
OrgcE851066	Late-S/G2
OrgcE851067	G1
OrgcE851068	Early-S
OrgcE851069	Early-S
OrgcE851070	Mid-S
OrgcE851071	Late-S/G2
OrgcE851072	Late-S/G2
OrgcE851073	Late-S/G2
OrgcE851074	Late-S/G2
OrgcE851075	Mid-S
OrgcE851076	G1
OrgcE851077	Late-S/G2
OrgcE851078	Mid-S
OrgcE851079	G1
OrgcE851081	G1
OrgcE851082	Early-S
OrgcE851083	G1
OrgcE851084	G1
OrgcE851085	G1
OrgcE851086	G1
OrgcE851087	Mid-S
OrgcE851089	Early-S
OrgcE851090	Early-S
OrgcE851091	Mid-S
OrgcE851092	Mid-S
OrgcE851093	Mid-S
OrgcE851094	G1
OrgcE851095	G1
OrgcE851096	G1
OrgcE851097	Early-S
OrgcE851098	Mid-S
OrgcE851099	Late-S/G2
OrgcE851100	G1
OrgcE851101	Early-S
OrgcE851103	Late-S/G2
OrgcE851104	Late-S/G2
OrgcE851105	G1
OrgcE851106	Late-S/G2
OrgcE851107	Mid-S
OrgcE851108	Late-S/G2
OrgcE851109	Early-S
OrgcE851110	G1
OrgcE851111	G1
OrgcE851113	Late-S/G2
OrgcE851114	G1
OrgcE851115	Mid-S
OrgcE851116	Late-S/G2
OrgcE851117	Late-S/G2
OrgcE851118	Mid-S
OrgcE851119	Mid-S
OrgcE851120	G1
OrgcE851121	G1
OrgcE851122	Late-S/G2
OrgcE851123	Late-S/G2
OrgcE851124	G1
OrgcE851125	Late-S/G2
OrgcE851126	Early-S
OrgcE851127	Late-S/G2
OrgcE851128	G1
OrgcE851129	Early-S
OrgcE851130	G1
OrgcE851132	Mid-S
OrgcE851133	G1
OrgcE851134	Late-S/G2
OrgcE851135	Late-S/G2
OrgcE851136	Mid-S
OrgcE851137	Mid-S
OrgcE851138	G1
OrgcE851139	Late-S/G2
OrgcE851140	G1
OrgcE851141	Late-S/G2
OrgcE851142	Late-S/G2
OrgcE851143	G1
OrgcE851144	Mid-S
OrgcE851146	G1
OrgcE851147	Late-S/G2
OrgcE851148	Mid-S
OrgcE851149	Late-S/G2
OrgcE851150	Early-S
OrgcE851151	Late-S/G2
OrgcE851152	G1
OrgcE851153	Late-S/G2
OrgcE851154	Late-S/G2
OrgcE851155	G1
OrgcE851157	Late-S/G2
OrgcE851158	Late-S/G2
OrgcE851159	Mid-S
OrgcE851161	G1
OrgcE851162	Late-S/G2
OrgcE851163	Mid-S
OrgcE851164	Late-S/G2
OrgcE851165	Late-S/G2
OrgcE851166	Early-S
OrgcE851167	Mid-S
OrgcE851168	G1
OrgcE851169	Late-S/G2
OrgcE851170	Mid-S
OrgcE851171	Mid-S
OrgcE851172	Late-S/G2
OrgcE851173	G1
OrgcE851174	G1
OrgcE851175	Early-S
OrgcE851176	Mid-S
OrgcE851177	Early-S
OrgcE851178	Early-S
OrgcE851179	Early-S
OrgcE851180	G1
OrgcE851181	Mid-S
OrgcE851182	Late-S/G2
OrgcE851183	Mid-S
OrgcE851184	Late-S/G2
OrgcE851185	Early-S
OrgcE851186	Early-S
OrgcE851187	Mid-S
OrgcE851188	Mid-S
OrgcE851189	Mid-S
OrgcE851190	Mid-S
OrgcE851191	Mid-S
OrgcE851192	Mid-S
OrgcE851193	G1
OrgcE851194	Late-S/G2
OrgcE851195	Late-S/G2
OrgcE851196	Mid-S
OrgcE851197	Mid-S
OrgcE851198	G1
OrgcE851199	G1
OrgcE851200	Late-S/G2
OrgcE851201	Mid-S
OrgcE851202	G1
OrgcE851203	Late-S/G2
OrgcE851204	Late-S/G2
OrgcE851205	Early-S
OrgcE851206	Late-S/G2
OrgcE851207	G1
OrgcE851208	Late-S/G2
OrgcE851209	Early-S
OrgcE851210	Late-S/G2
OrgcE851211	Early-S
OrgcE851212	Early-S
OrgcE851213	G1
OrgcE851214	G1
OrgcE851215	Late-S/G2
OrgcE851216	Mid-S
OrgcE851217	G1
OrgcE851218	G1
OrgcE851219	Mid-S
OrgcE851220	Late-S/G2
OrgcE851221	Early-S
OrgcE851222	Late-S/G2
OrgcE851223	Late-S/G2
OrgcE851224	G1
OrgcE851225	Late-S/G2
OrgcE851226	Mid-S
OrgcE851227	Late-S/G2
OrgcE851228	Late-S/G2
OrgcE851229	G1
OrgcE851230	G1
OrgcE851231	Late-S/G2
OrgcE851232	Mid-S
OrgcE851233	Mid-S
OrgcE851234	Mid-S
OrgcE851235	Mid-S
OrgcE851236	Late-S/G2
OrgcE851237	G1
OrgcE851239	Mid-S
OrgcE851240	Late-S/G2
OrgcE851243	G1
OrgcE851244	Early-S
